date,sku,forecast_demand,actual_demand,inventory_level,lead_time,demand_diff,demand_rolling_mean,demand_zscore,inventory_diff,inventory_rolling_mean,lead_time_diff,lead_time_rolling_mean,demand_anomaly,inventory_anomaly,lead_time_anomaly,internal_anomaly
2024-02-03,SKU_A,119.72264592294424,121.8905235059518,620.778159727422,6.73030689164547,2.3751249766115023,124.99570574011793,-0.3392773147629297,-12.18905235059526,657.1646964630746,1.3479125938429863,6.365292455100396,False,False,False,False
2024-02-04,SKU_A,119.52062968580108,177.83395273268042,602.994764454154,7.936535754773278,55.94342922672861,130.3184346480547,2.178845883304707,-17.783395273267956,644.1328529982691,1.2062288631278075,6.528004746989681,False,False,False,False
2024-02-05,SKU_A,119.26450941041564,118.46263807187069,591.148500646967,5.614955675794491,-59.37131466080973,128.3180977821708,-0.4436137909700139,-11.846263807187029,631.301043220052,-2.321580078978787,6.398235907266531,False,False,False,False
2024-02-06,SKU_A,118.95499496841585,117.7381285048197,579.374687796485,6.660808633389684,-0.7245095670509869,127.7211176997348,-0.4442480115903839,-11.773812850482043,618.5289314500785,1.0458529575951934,6.433297560968865,False,False,False,False
2024-02-07,SKU_A,118.59294422050992,134.25789197341484,565.9488985991435,6.318002242529213,16.519763468595144,130.81649273915687,0.1599765742636749,-13.425789197341487,605.4472821761628,-0.3428063908604715,6.314694768660677,False,False,False,False
2024-02-08,SKU_A,118.1793606388105,108.31771695480802,555.1171269036627,7.383631172579989,-25.940175018606823,128.2880357532694,-0.8627236167579142,-10.831771695480825,592.6184786008359,1.0656289300507762,6.575233524073516,False,False,False,False
2024-02-09,SKU_A,117.7153905255773,128.36452525009943,542.2806743786527,7.461976018723552,20.046808295291413,129.55219671337784,-0.0520258670680314,-12.836452525009918,579.663258929498,0.0783448461435636,6.87231662706224,False,False,False,False
2024-02-10,SKU_A,117.20231983608706,135.21986843264233,528.7586875353885,6.0272786302998895,6.855343182542896,131.4563888457622,0.1662460530468485,-13.521986843264244,566.517620044922,-1.434697388423663,6.771884018298586,False,False,False,False
2024-02-11,SKU_A,116.64157061443632,118.61558805958084,516.8971287294304,7.220637570220352,-16.604280373061485,122.99662246389084,-0.4425848706370999,-11.861558805958111,554.2179577985328,1.1933589399204625,6.669612849076738,False,False,False,False
2024-02-12,SKU_A,116.03469705215582,110.834091137468,505.8137196156836,8.82819944539845,-7.781496922112851,121.90683004469044,-1.0200723583704308,-11.083409113746768,542.0272747940637,1.6075618751780985,7.128647673305876,False,False,False,False
2024-02-13,SKU_A,115.38338118056063,113.35090819455836,494.4786287962277,5.532971619273363,2.516817057090364,121.28008428608167,-0.7045056262862935,-11.3350908194559,529.8992663654556,-3.295227826125087,6.967528099860687,False,False,False,False
2024-02-14,SKU_A,114.68942820877533,112.49326857152042,483.2293019390757,8.345878350939133,-0.8576396230379402,118.17085237152534,-0.5672118190616975,-11.249326857152028,518.0821811283031,2.8129067316657697,7.257224686776389,False,False,True,True
2024-02-15,SKU_A,113.95476152035494,102.4811104332051,472.9811908957552,8.007973622523275,-10.012158138315314,117.33705143986778,-1.3328726740901724,-10.248111043320478,506.3484759843163,-0.3379047284158574,7.346416465339717,False,False,False,False
2024-02-16,SKU_A,113.18141734237037,111.4151378996752,461.8396771057876,5.832038100125934,8.934027466470098,114.91571038980716,-0.3449781363659048,-11.141513789967632,494.85690494533554,-2.1759355223973413,7.113568191254342,False,False,False,False
2024-02-17,SKU_A,112.37153910173215,107.45082597896187,451.0945945078914,6.6412358347502245,-3.964311920713328,110.94870432499567,-0.6970168218201145,-10.745082597896214,483.7620345128359,0.8091977346242905,7.201276363318676,False,False,False,False
2024-02-18,SKU_A,111.52737148439608,93.4318726318958,441.7514072447018,7.650772029098986,-14.018953347066072,107.35103069246928,-1.9409733839304928,-9.343187263189575,473.026931443589,1.0095361943487615,7.262724143158481,False,False,False,False
2024-02-19,SKU_A,110.65125421391544,126.93751283368611,429.0576559613333,5.810241487190893,33.505640201790314,109.65151950621468,1.6697849066089074,-12.6937512833685,462.0617794929676,-1.8405305419080928,6.831587291985973,False,False,False,False
2024-02-20,SKU_A,109.74561556658406,125.57454239690244,416.50020172164295,8.449242355778788,-1.3629704367836697,111.39775296369244,1.183095863905323,-12.557454239690344,450.9220041965983,2.6390008685878943,7.248197397201033,False,False,True,True
2024-02-21,SKU_A,108.81296564114352,105.9292781682964,405.9072739048133,7.476461598037543,-19.64526422860604,110.46004004894613,-0.3732526739258235,-10.592927816829672,439.8760001917036,-0.9727807577412452,7.1239950039293785,False,False,False,False
2024-02-22,SKU_A,107.85588940170844,83.85983102035627,397.5212908027777,8.793033011684042,-22.06944714794014,107.79985727568202,-1.5250980567846315,-8.385983102035595,429.0960144641354,1.316571413646499,7.236146345238057,False,False,False,False
2024-02-23,SKU_A,106.87703951319246,112.220315004149,386.2992593023628,8.354030880081774,28.360483983792733,107.91488257632112,0.2736876670760371,-11.222031500414856,418.3045262065033,-0.4390021316022672,7.596431028088893,False,False,False,False
2024-02-24,SKU_A,105.87912898909224,111.11898429840272,375.1873608725225,8.862483455378888,-1.1013307057462782,108.43890519338412,0.1699027949454037,-11.111898429840323,407.46063568716494,0.5084525752971132,7.91375211675013,False,False,False,False
2024-02-25,SKU_A,104.86492367200754,98.69070820625394,365.31829005189707,6.501033334373054,-12.428276092148778,109.1901674182924,-0.6976895365273512,-9.86907082062544,396.5416189453357,-2.3614501210058334,7.749503731789282,False,False,False,False
2024-02-26,SKU_A,103.83723456773804,110.27084973563844,354.2912050783332,7.305048481145825,11.580141529384491,106.80921554714276,0.2674248632564285,-11.027084973563888,385.8606973906213,0.8040151467727705,7.963047588068558,False,False,False,False
2024-02-27,SKU_A,102.79891005420464,118.58640426336233,342.4325646519969,6.929453832710218,8.31555452772389,105.81091009949417,1.1169666194813657,-11.858640426336253,375.2796063806719,-0.3755946484356069,7.745934941915906,False,False,False,False
2024-02-28,SKU_A,101.75282798678867,86.45336486913777,333.7872281650832,7.864292887693201,-32.133039394224554,103.02863677104293,-1.2211519719121675,-8.64533648691372,364.97674270356765,0.9348390549829828,7.801339411866714,False,False,False,False
2024-02-29,SKU_A,100.70188772197052,102.08281521714838,323.57894664336834,7.849334168844088,15.629450348010607,105.6319202277275,-0.3306093419445564,-10.208281521714866,354.41355068079486,-0.0149587188491127,7.6665252914610065,False,False,False,False
2024-03-01,SKU_A,99.64900208137486,95.93630026443378,313.98531661692493,8.061569475922452,-6.146514952714597,103.3056324077682,-0.6802475767434838,-9.593630026443408,344.082987440018,0.2122353070783642,7.624745090866818,False,False,False,False
2024-03-02,SKU_A,98.59708927849591,101.68163483444611,303.8171531334804,7.348758504503633,5.745334570012332,101.95743962720296,-0.0268513188397793,-10.168163483444516,333.8872434772978,-0.7128109714188193,7.40849866931321,False,False,False,False
2024-03-03,SKU_A,97.54906483047792,93.93677176376404,294.423475957104,7.224583333654139,-7.744863070682072,101.2783058497044,-0.6878692231498413,-9.3936771763764,323.7594128923273,-0.1241751708494938,7.511862954924794,False,False,False,False
2024-03-04,SKU_A,96.507833477369,95.60307755498732,284.8631682016053,8.943552486922036,1.6663057912232802,99.18290982389712,-0.3567759103773411,-9.56030775549874,313.8411219099376,1.7189691532678966,7.745934955749967,False,False,False,False
2024-03-05,SKU_A,95.47628113124551,111.52041337238248,273.711126864367,8.758890542839458,15.917335817395156,98.17348255375713,1.693575174911924,-11.152041337238302,304.02377365456186,-0.1846619440825776,8.007283057197,False,False,False,False
2024-03-06,SKU_A,94.45726687752028,81.53403181019434,265.5577236833475,7.076564818452508,-29.986381562188143,97.47072068819377,-1.7307729216343035,-8.153403181019485,294.2767015857425,-1.68232572438695,7.8947504758769025,False,False,False,False
2024-03-07,SKU_A,93.45361505060464,90.4449153030564,256.5132321530418,7.594943846420359,8.91088349286207,95.8081635576092,-0.5775240001761218,-9.044491530305663,284.6958852299816,0.5183790279678515,7.858409001244941,False,False,False,False
2024-03-08,SKU_A,92.46810740588762,92.10073248396472,247.30315890464533,7.800035114352495,1.6558171809083149,95.26022530325648,-0.3364606348115449,-9.210073248396498,275.1698626996559,0.2050912679321355,7.821046949592089,False,False,False,False
2024-03-09,SKU_A,91.50347540972844,185.0837181912604,228.7947870855193,5.622109228079236,92.98298570729568,107.17480863994425,2.1944866358265678,-18.50837181912604,264.45238183566147,-2.1779258862732584,7.574382767245747,False,False,False,False
2024-03-10,SKU_A,90.56239266883192,92.82169737308192,219.51261734821105,6.574520478887259,-92.26202081817848,107.01551229841824,-0.3989958719411661,-9.282169737308235,253.7508306058196,0.9524112508080228,7.481516645136193,False,False,False,False
2024-03-11,SKU_A,89.64746751998956,93.14696266707296,210.1979210815037,7.087477108940537,0.3252652939910376,106.66463874300187,-0.378466294616849,-9.31469626670733,243.08436673151937,0.512956630053278,7.216363019710264,False,False,False,False
2024-03-12,SKU_A,88.76123580072495,97.8787736304236,200.4100437184613,8.339148508218832,4.73181096335064,104.7158330655792,-0.1910861039673683,-9.787877363042412,232.6127834249614,1.2516713992782948,7.156399871907318,False,False,False,False
2024-03-13,SKU_A,87.90615382088069,86.92887253921717,191.7171564645396,7.798737410024582,-10.949901091206428,105.48652459829675,-0.5264336906287428,-8.692887253921697,222.0641309651317,-0.5404110981942498,7.259567384989042,False,False,False,False
2024-03-14,SKU_A,87.08459155462677,94.68203516675597,182.24895294786404,7.700721369122264,7.753162627538799,106.0918274359681,-0.326127385636106,-9.468203516675572,211.4549482215349,-0.0980160409023183,7.274678459660744,False,False,False,False
2024-03-15,SKU_A,86.29882607176,87.18389859105204,173.53056308875887,8.306623432662652,-7.498136575703924,105.38942259412345,-0.5148511340108829,-8.718389859105173,200.9160059621225,0.6059020635403884,7.347048219419337,False,False,False,False
2024-03-16,SKU_A,85.55103522650018,88.36790651567063,164.6937724371918,7.132157845703362,1.1840079246185835,91.5728780690392,-0.7677074461265255,-8.836790651567071,191.75871815521865,-1.1744655869592906,7.562769450508498,False,False,False,False
2024-03-17,SKU_A,84.84329162127564,80.11541141194989,156.68223129599676,6.960594478062824,-8.252495103720733,89.75769436030603,-1.6251295568473945,-8.011541141195039,182.78294871918803,-0.1715633676405374,7.61792287896215,False,False,False,False
2024-03-18,SKU_A,84.17755686222813,83.97905816630934,148.28432547936586,6.694088505059371,3.8636467543594506,88.4479937173398,-0.7361518331009486,-8.397905816630896,173.93814934745402,-0.2665059730034533,7.561724506979127,False,False,False,False
2024-03-19,SKU_A,83.55567612235888,83.34415942565448,139.94990953680042,7.187051349775598,-0.6348987406548616,86.37162025951565,-0.6553403467196846,-8.334415942565442,165.3009873215025,0.4929628447162271,7.397139198630094,False,False,False,False
2024-03-20,SKU_A,82.97937302738454,64.10515545674942,133.5393939911255,6.12435480434192,-19.239003968905067,83.11108924773453,-1.9867022886430592,-6.410515545674912,156.98987839672904,-1.0626965454336783,7.15794168353257,False,False,False,False
2024-03-21,SKU_A,82.45024487847785,75.64240185037828,125.97515380608765,5.835247555983831,11.537246393628864,80.39114163110915,-0.5681082430045127,-7.56424018503786,148.95076423361814,-0.2891072483580883,6.891445424512794,False,False,False,False
2024-03-22,SKU_A,81.96975822513357,101.88823399950462,115.78633040613715,7.4027654916738355,26.245832149126343,82.49176097517382,1.675267844898371,-10.188823399950492,140.70158813610072,1.5675179356900042,6.762322861514392,False,False,False,False
2024-03-23,SKU_A,81.53924480043032,74.23838433135556,108.36249197300162,8.299435297773526,-27.64984966814906,80.47325780598594,-0.5368154498478321,-7.423838433135529,132.65426235550214,0.8966698060996903,6.929076783238701,False,False,False,False
2024-03-24,SKU_A,81.15989782995399,93.6540800980586,98.9970839631958,6.097740163767647,19.41569576670304,82.40735333257291,0.8906134624295254,-9.36540800980582,124.41352702224484,-2.2016951340058784,6.805811881196533,False,False,False,False
2024-03-25,SKU_A,80.83276872461335,68.72899428291952,92.12418453490386,6.43651741178489,-24.925085815139084,80.22877277780292,-0.8461622076048487,-6.872899428291944,116.39064974446455,0.3387772480172426,6.76901601072875,False,False,False,False
2024-03-26,SKU_A,80.55876416651395,69.97285358752058,85.12689917615182,7.995320834362479,1.2438593046010595,78.31858622949808,-0.5955798784143397,-6.997285358752038,108.55879112151476,1.558803422577589,6.884483079955446,False,False,False,False
2024-03-27,SKU_A,80.33864359596735,94.8360547152274,75.64329370462906,8.002653426484374,24.86320112770683,82.70871469499492,0.8900010501959413,-9.483605471522765,100.28791965201528,0.0073325921218945,7.1528114545472254,False,False,False,False
2024-03-28,SKU_A,80.17301710660058,53.766730125233984,70.26662069210568,6.278745045907244,-41.06932458999342,79.58361873426004,-1.4769060427836365,-5.376673012523384,92.32955777858928,-1.7239083805771296,7.216168238822,False,False,False,False
2024-03-29,SKU_A,80.06234375439996,70.01408328733564,63.26521236337214,5.888971651874572,16.247353162101653,75.03016863252161,-0.3431162365189228,-7.0014083287335325,84.82654091533713,-0.3897733940326722,6.999911975993533,False,False,False,False
2024-03-30,SKU_A,80.00693028537607,72.22581068369456,56.04263129500271,8.04473019127795,2.211727396358924,74.74265811142719,-0.17171512765724,-7.222581068369436,77.35227510419443,2.1557585394033776,6.96352553220845,False,False,True,True
2024-03-31,SKU_A,80.00693028537607,56.07228273437511,50.43540302156521,5.97338283273189,-16.153527949319454,69.37382991661525,-0.9922862824839016,-5.607228273437499,70.41489211253293,-2.07134735854606,6.945760199203343,False,False,False,False
2024-04-01,SKU_A,80.06234375439996,92.20499189277614,41.21490383228763,6.96310485062319,36.13270915840103,72.72754386088049,1.223621976711625,-9.220499189277575,63.14213772644489,0.9897220178913004,7.020986976180242,False,False,False,False
2024-04-02,SKU_A,80.17301710660057,77.92800301401923,33.42210353088569,6.580616510239036,-14.27698887875691,73.86399377895172,0.2544410814704524,-7.79280030140194,55.75573834854973,-0.3824883403841541,6.818886358448323,False,False,False,False
2024-04-03,SKU_A,80.33864359596735,67.15189765520786,26.706913765364902,7.468161109757021,-10.776105358811364,69.90911419894893,-0.2108061110038742,-6.71518976552079,48.76482692865485,0.8875445995179847,6.7425303132015575,False,False,False,False
2024-04-04,SKU_A,80.55876416651395,64.31254388813687,20.27565937655117,7.361380990468705,-2.839353767070989,71.41565902222077,-0.6224735331029527,-6.431254388813731,41.62326102643278,-0.1067801192883157,6.897192590996052,False,False,False,False
2024-04-05,SKU_A,80.83276872461335,63.32269083692641,13.943390292858568,7.329950761565767,-0.98985305121046,70.45974581501945,-0.6037607033782497,-6.332269083692603,34.57728644493084,-0.0314302289029377,7.103046749523365,False,False,False,False
2024-04-06,SKU_A,81.15989782995399,74.86996663289811,6.456393629568765,6.608498376609291,11.5472757959717,70.8374823791914,0.3380518700198467,-7.486996663289803,27.493538207011703,-0.7214523849564758,6.897870775999271,False,False,False,False
2024-04-07,SKU_A,81.53924480043032,82.95597722355537,-1.8392040927867583,7.525286865446504,8.086010590657253,74.67801016336,0.7779528486517011,-8.295597722355524,20.02573719067571,0.9167884888372128,7.119571352101358,False,False,False,False
2024-04-08,SKU_A,81.96975822513357,91.96103583955662,-11.035307676742375,8.148939622954684,9.00505861600125,74.64315929861435,1.637791100031056,-9.196103583955615,12.56142126081428,0.6236527575081796,7.288976319577286,False,False,False,False
2024-04-09,SKU_A,82.45024487847783,76.65192754384198,-18.70050043112656,7.047562932601996,-15.309108295714635,74.46086280287474,0.2083016872051986,-7.665192754384185,5.115334980526817,-1.101376690352688,7.355682951343424,False,False,False,False
2024-04-10,SKU_A,82.97937302738453,65.98558472200425,-25.299058903327023,6.728222320745981,-10.66634282183773,74.29424666955994,-0.7792751608342477,-6.598558472200462,-2.314089686429173,-0.3193406118560151,7.249977410056132,False,False,False,False
2024-04-11,SKU_A,83.55567612235888,94.09172373549666,-34.70823127687663,7.280805263036952,28.10613901349241,78.54841521918277,1.3076737796777544,-9.409172373549607,-10.16893120834743,0.5525829422909716,7.238466591851597,False,False,False,False
2024-04-12,SKU_A,84.17755686222813,94.8998680301421,-44.19821807989092,9.52473181804218,0.8081442946454445,83.0594405324993,1.0655984716780662,-9.48998680301429,-18.47487526159736,2.2439265550052285,7.552006742776799,False,False,True,True
2024-04-13,SKU_A,84.84329162127563,69.6059571217805,-51.15881379206894,5.04166782040666,-25.2939109083616,82.30743917376822,-1.066657082604412,-6.960595712178019,-26.70561917897417,-4.48306399763552,7.328173806176423,False,False,False,False
2024-04-14,SKU_A,85.55103522650016,76.17621189776676,-58.77643498184557,6.1037437542236335,6.570254775986257,81.33890127008412,-0.4259632530106281,-7.617621189776628,-34.839509305982574,1.0620759338169732,7.12509621885887,False,False,False,False
2024-04-15,SKU_A,86.29882607175999,97.87392502010428,-68.5638274838559,6.4024294660705205,21.69771312233752,82.18359972444807,1.193514796408609,-9.787392502010334,-43.05786927842736,0.2986857118468871,6.875594767875418,False,False,False,False
2024-04-16,SKU_A,87.08459155462675,100.481312136099,-78.61195869746575,5.215365602029631,2.607387115994726,85.58779752334193,1.0277334128229891,-10.04813121360985,-51.616649030761536,-1.1870638640408897,6.613852292079366,False,False,False,False
2024-04-17,SKU_A,87.90615382088066,82.48005775809006,-86.85996447327466,7.549973358731161,-18.00125437800895,87.94415081421134,-0.4600004866518576,-8.248005775808906,-60.41106411218262,2.33460775670153,6.73124529750582,False,False,True,True
2024-04-18,SKU_A,88.76123580072493,78.24873379957945,-94.6848378532327,7.607187388584839,-4.2313239585106,85.68086653765174,-0.6182944719122513,-7.824873379958035,-68.97915076594778,0.0572140298536778,6.777871315441232,False,False,False,False
2024-04-19,SKU_A,89.64746751998953,76.91059023895711,-102.3758968771283,8.130971993141776,-1.338143560622342,83.1109697103396,-0.5327781536589784,-7.691059023895605,-77.29024773698168,0.523784604556937,6.578762769026889,False,False,False,False
2024-04-20,SKU_A,90.56239266883192,103.49782586943546,-112.72567946407185,6.346859456766561,26.587235630478347,87.95266524571888,1.2823043369149985,-10.349782586943547,-86.08551426155353,-1.7841125363752148,6.765218717078303,False,False,False,False
2024-04-21,SKU_A,91.50347540972844,100.3664119096972,-122.76232065504156,7.495445493381134,-3.131413959738253,91.40840810456608,0.7692748252834076,-10.036641190969718,-95.2263550720101,1.1485860366145737,6.964033251243661,False,False,False,False
2024-04-22,SKU_A,92.4681074058876,194.2184373972221,-142.18416439476368,6.78388589037714,93.85202548752488,105.17190987272578,2.179479596284652,-19.42184373972212,-105.74354605928264,-0.7115596030039946,7.018527026144606,False,False,False,False
2024-04-23,SKU_A,93.45361505060464,99.99556209043712,-152.1837206038074,6.1915154508888754,-94.22287530678496,105.10251700905977,-0.1249668105398482,-9.999556209043703,-116.2537977601886,-0.5923704394882643,7.157977004553069,False,False,False,False
2024-04-24,SKU_A,94.45726687752024,83.63694923579392,-160.54741552738687,6.9942742696148805,-16.358612854643198,105.26778722016034,-0.5306623758468965,-8.363694923579487,-126.78057648220462,0.8027588187260051,7.078591420393601,False,False,False,False
2024-04-25,SKU_A,95.4762811312455,98.86122427796396,-170.43353795518328,7.3111988191163695,15.224275042170037,108.2124287170724,-0.2385549864077262,-9.886122427796408,-137.60181935391185,0.3169245495014889,7.036307339040961,False,False,False,False
2024-04-26,SKU_A,96.50783347736898,109.09483726670764,-181.343021681854,7.826477444788381,10.233612988743689,112.81017829246534,-0.1011653675836964,-10.909483726670716,-148.8828371831584,0.5152786256720114,6.992808117847621,False,False,False,False
2024-04-27,SKU_A,97.5490648304779,107.71197018745488,-192.1142187005994,5.853636461289439,-1.3828670792527618,113.41219890932526,-0.1558223424275685,-10.771197018745395,-160.2240570740909,-1.972840983498941,6.922347689922317,False,False,False,False
2024-04-28,SKU_A,98.59708927849591,109.31134119558938,-203.0453528201583,8.845751691191843,1.5993710081344972,114.690045950167,-0.1485657192459289,-10.93113411955892,-171.69306166910755,2.992115229902404,7.115248575323847,False,False,True,True
2024-04-29,SKU_A,99.64900208137485,102.74584242148904,-213.3199370623072,7.939409510966699,-6.565498774100334,101.62253238220514,0.1246777119495978,-10.274584242148876,-181.85531490732805,-0.9063421802251446,7.280323378265213,False,False,False,False
2024-04-30,SKU_A,100.70188772197048,87.5576475718471,-222.075701819492,5.515966386561301,-15.188194849641944,99.845687450978,-1.171509507050321,-8.755764757184807,-191.83988365242587,-2.4234431244053978,7.183816369075559,False,False,False,False
2024-05-01,SKU_A,101.75282798678867,98.79039572929544,-231.9547413924215,6.293861748626882,11.23274815744834,102.0104655214782,-0.4124513727166339,-9.879039572929514,-202.04093020457367,0.7778953620655811,7.083757437505844,False,False,False,False
2024-05-02,SKU_A,102.79891005420464,95.92344938601674,-241.5470863310232,5.081800732005551,-2.8669463432786984,101.59078339405718,-0.7014991902966972,-9.592344938601656,-212.20000854397932,-1.2120610166213313,6.765271996490014,False,False,False,False
2024-05-03,SKU_A,103.83723456773802,77.42693447585867,-249.28977977860905,6.174772949982018,-18.49651491015807,97.06679728107876,-1.7270457455095378,-7.742693447585879,-221.9066882720872,1.0929722179764676,6.5293142115176765,False,False,False,False
2024-05-04,SKU_A,104.8649236720075,90.8673211757078,-258.37651189617986,6.8443260937592685,13.440386699849128,94.66041885082916,-0.3615192572531008,-9.086732117570818,-231.3727301571701,0.6695531437772502,6.670841301870509,False,False,False,False
2024-05-05,SKU_A,105.87912898909222,108.7992152068023,-269.2564334168601,5.758989571333105,17.9318940310945,94.58725799528816,1.3699541516448803,-10.879921520680227,-240.831455956699,-1.0853365224261635,6.229875284747832,False,False,False,False
